wine,price,country,rating,wine count
Sassicaia,836.3,Italie,4.6,274658
Château Margaux (Premier Grand Cru Classé),955.05,France,4.6,422503
Costasera Amarone della Valpolicella Classico,201.25,Italie,4.3,274658
Saint-Julien (Grand Cru Classé),349.91,France,4.4,422503
Sauternes,811.25,France,4.7,422503
Pauillac (Premier Grand Cru Classé),1750.0,France,4.6,422503
Tignanello,420.0,Italie,4.5,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),995.0,France,4.6,422503
Rutherford,265.0,États-Unis,4.6,204060
Amarone della Valpolicella Classico,276.25,Italie,4.3,274658
St. Henri Shiraz,129.5,Australie,4.4,90954
Dalmau Rioja,168.75,Espagne,4.4,102662
Insignia,645.0,États-Unis,4.6,204060
Valbuena 5º,202.2,Espagne,4.6,102662
Grange,1265.0,Australie,4.7,90954
Grand Vin de Château Palmer (Grand Cru Classé),390.0,France,4.5,422503
Saint-Julien (Grand Cru Classé),618.75,France,4.4,422503
Amarone della Valpolicella Classico Riserva (Sergio Zenato),82.95,Italie,4.5,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),545.0,France,4.6,422503
Torre Muga,79.95,Espagne,4.4,102662
Contador Rioja,365.0,Espagne,4.6,102662
Saint-Émilion Grand Cru (Premier Grand Cru Classé),453.58,France,4.5,422503
Reserva Particular de Recaredo Gran Reserva Brut Nature,165.9,Espagne,4.4,102662
Pauillac (Grand Cru Classé),239.4,France,4.4,422503
Trasnocho,92.95,Espagne,4.5,102662
Côte-Rôtie La Turque,425.0,France,4.6,422503
Pessac-Léognan (Grand Cru Classé de Graves),575.0,France,4.5,422503
Valpolicella Classico Superiore,117.9,Italie,4.5,274658
Brunello di Montalcino,305.0,Italie,4.5,274658
Brunello di Montalcino Riserva,132.5,Italie,4.5,274658
Barbaresco,512.5,Italie,4.5,274658
Saint-Estèphe (Grand Cru Classé),420.0,France,4.3,422503
Aconcagua Valley,130.75,Chili,4.5,41191
Quarz Sauvignon,265.0,Italie,4.4,274658
Redigaffi Toscana,545.0,Italie,4.5,274658
Toscana I Sodi di San Niccolo,271.25,Italie,4.4,274658
Chateauneuf-du-Pape Réserve des Célestins,1601.25,France,4.6,422503
Rioja 150 Aniversario,107.28,Espagne,4.2,102662
Sperss Barolo,896.25,Italie,4.6,274658
Brunello di Montalcino Riserva Vigna Paganelli,146.25,Italie,4.3,274658
Vosne-Romanée 1er Cru 'Aux Malconsorts',2092.5,France,4.5,422503
Côte-Rôtie,331.25,France,4.4,422503
La Chapelle de La Mission Haut-Brion Pessac-Léognan,104.69,France,4.2,422503
Amarone della Valpolicella Classico Mater,146.3,Italie,4.5,274658
VIK,134.95,Chili,4.6,41191
Pietro Dal Cero Amarone della Valpolicella,75.0,Italie,4.5,274658
Barsac (Premier Grand Cru Classé),38.09,France,4.4,422503
MV,120.0,France,4.5,422503
Brunello di Montalcino,114.95,Italie,4.4,274658
Cirsion Rioja,219.95,Espagne,4.6,102662
La Faraona Bierzo (Corullón),2071.25,Espagne,4.6,102662
IX Estate Red,745.0,États-Unis,4.7,204060
Brunello di Montalcino,79.95,Italie,4.3,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),158.43,France,4.3,422503
Brunello di Montalcino Riserva,182.5,Italie,4.4,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1042.1,France,4.6,422503
Vigna Colonnello Barolo Riserva Bussia,299.95,Italie,4.4,274658
Pieve Santa Restituta Brunello di Montalcino,132.5,Italie,4.4,274658
La Cueva del Contador Rioja,69.95,Espagne,4.3,102662
Lupicaia,150.0,Italie,4.4,274658
Barolo Monprivato,597.5,Italie,4.4,274658
Brunello di Montalcino Riserva,165.0,Italie,4.4,274658
Red,409.5,États-Unis,4.6,204060
Veneto Rosso del Bepi,189.9,Italie,4.6,274658
Brunello di Montalcino,69.5,Italie,4.3,274658
Le Lucére Brunello di Montalcino Riserva,184.95,Italie,4.4,274658
Barolo Cascina Francia,705.0,Italie,4.5,274658
Lupi Rezerva,61.29,Moldavie,4.5,5055
Vigna Grande Cerzito Taurasi Riserva,165.0,Italie,4.5,274658
Brunello di Montalcino,92.5,Italie,4.4,274658
Madonna delle Grazie Brunello di Montalcino,811.25,Italie,4.5,274658
Roccolo Ludwig Barth von Barthenau,321.25,Italie,4.4,274658
Cerretalto Brunello di Montalcino,379.0,Italie,4.7,274658
Musigny Grand Cru,1199.0,France,4.6,422503
Gran VU Blend,99.8,Argentine,4.5,36121
Saint-Julien (Grand Cru Classé),201.25,France,4.3,422503
Pessac-Léognan (Grand Cru Classé de Graves),120.07,France,4.4,422503
Gran Reserva Ribera del Duero,90.0,Espagne,4.5,102662
Viña El Pison,555.0,Espagne,4.6,102662
Clos Apalta,212.75,Chili,4.6,41191
Barolo Sorì Ginestra,331.25,Italie,4.3,274658
Messorio,480.0,Italie,4.5,274658
Brunello di Montalcino,178.75,Italie,4.3,274658
Flaccianello della Pieve,512.5,Italie,4.5,274658
Côtes du Rhône,180.0,France,4.3,422503
Brunello di Montalcino Riserva,243.75,Italie,4.4,274658
Clos Sainte Hune Riesling Alsace,700.0,France,4.5,422503
Tokaji Aszú 3 Puttonyos,44.69,Hongrie,4.3,16605
Barolo Bussia Vigna Munie,260.0,Italie,4.4,274658
Côte-Rôtie La Landonne,375.0,France,4.6,422503
Aegusa,157.8,Italie,4.6,274658
Toscana,225.0,Italie,4.5,274658
A50 Amarone della Valpolicella,99.0,Italie,4.6,274658
Barolo Riserva Bricco Boschis Vigna San Giuseppe,661.25,Italie,4.3,274658
Brunello di Montalcino,265.0,Italie,4.3,274658
Lagrein Riserva Porphyr,142.5,Italie,4.4,274658
Gaudium,65.0,Espagne,4.3,102662
Moncerbal Bierzo (Corullón),109.95,Espagne,4.3,102662
Chapelle d'Ausone Saint-Émilion Grand Cru,224.53,France,4.4,422503
Pessac-Léognan Blanc (Grand Cru Classé de Graves),533.75,France,4.3,422503
Toscana Rosso,431.25,Italie,4.5,274658
Vigna Grande Cerzito Taurasi Riserva,159.95,Italie,4.5,274658
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,217.5,Italie,4.5,274658
Predappio Massera,136.7,Italie,4.4,274658
Brunello di Montalcino  Montosoli,92.5,Italie,4.4,274658
Aquilon Garnacha,142.95,Espagne,4.6,102662
Brunello di Montalcino Riserva,69.99,Italie,4.4,274658
Ribera del Duero Prestigio,67.95,Espagne,4.4,102662
Tenuta Guado al Tasso Matarocchio,961.25,Italie,4.6,274658
Bruno Lunelli Riserva,1238.75,Italie,4.5,274658
Altagracia Cabernet Sauvignon,162.15,États-Unis,4.4,204060
Brunello di Montalcino Riserva,113.98,Italie,4.5,274658
B Bordicon Blend,53.44,Afrique du Sud,4.3,30857
Don PX Selección,196.02,Espagne,4.5,102662
Campo del Drago Brunello di Montalcino,119.95,Italie,4.4,274658
Montrachet Grand Cru Marquis de Laguiche,1691.25,France,4.6,422503
Brunello di Montalcino Riserva,224.0,Italie,4.4,274658
Clos Vougeot Grand Cru,231.95,France,4.4,422503
Vigneto Bellavista Chianti Classico,189.95,Italie,4.4,274658
Fieramonte Amarone della Valpolicella Riserva,460.0,Italie,4.7,274658
Cuvée des Cadettes Châteauneuf-du-Pape,109.95,France,4.4,422503
Brunello di Montalcino Riserva,196.25,Italie,4.4,274658
Lodovico,940.0,Italie,4.6,274658
Amarone della Valpolicella,101.2,Italie,4.4,274658
Pomerol,138.67,France,4.3,422503
Cuvée Risleus Brut Champagne Premier Cru,106.5,France,4.4,422503
Luce Brunello di Montalcino,212.5,Italie,4.5,274658
Corton-Charlemagne Grand Cru,119.04,France,4.4,422503
Pedrouzos Godello,168.95,Espagne,4.5,102662
Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',234.0,France,4.4,422503
Brunello di Montalcino Riserva,160.0,Italie,4.4,274658
Red,59.75,Chili,4.1,41191
Pietradonice,102.12,Italie,4.3,274658
Brunello di Montalcino,82.5,Italie,4.3,274658
Pajè Barbaresco,331.25,Italie,4.3,274658
Amaya Arzuaga (Colección),75.0,Espagne,4.3,102662
Sorì Tildìn (Barbaresco) Langhe,1025.0,Italie,4.6,274658
Fieramonte Amarone della Valpolicella Riserva,434.95,Italie,4.7,274658
Toscana Bianco,703.75,Italie,4.5,274658
Vin de Pays de l'Hérault Blanc,961.25,France,4.6,422503
Pajè Barbaresco,555.0,Italie,4.3,274658
Campo Inferi Amarone della Valpolicella Classico Riserva,104.9,Italie,4.6,274658
The Mackenzie,52.5,Afrique du Sud,4.4,30857
Costa Russi (Barbaresco) Langhe,1025.0,Italie,4.6,274658
Barolo Bricco Rocche,726.25,Italie,4.4,274658
La Grande Rue Grand Cru Monopole,1260.0,France,4.4,422503
Brunello di Montalcino,397.5,Italie,4.5,274658
Barolo Bussia Cicala,212.5,Italie,4.4,274658
Il 'Divasco' Riserva,131.25,Italie,4.4,274658
Clos des Lambrays Grand Cru,683.75,France,4.4,422503
Cresasso Corvina Veronese,38.95,Italie,4.2,274658
Grands-Échezeaux Grand Cru,1217.5,France,4.4,422503
Kevin Arnold Shiraz,26.9,Afrique du Sud,4.2,30857
Brunello di Montalcino Riserva,697.5,Italie,4.6,274658
Clos de Vougeot Grand Cru,459.8,France,4.3,422503
Lupi e Sirene Riserva,121.9,Italie,4.5,274658
Lot 1,95.0,États-Unis,4.4,204060
Per Sempre Syrah Toscana,337.5,Italie,4.5,274658
Mazis-Chambertin Grand Cru,334.25,France,4.4,422503
Historical XIXth Century Wine,340.0,France,4.4,422503
Brunello di Montalcino Riserva,80.45,Italie,4.4,274658
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',1601.25,France,4.4,422503
La Ricolma,832.5,Italie,4.2,274658
Annonciade Champagne,231.3,France,4.3,422503
Croce Del Gal Riserva Amarone della Valpolicella Classico,67.4,Italie,4.6,274658
Gallina Barbaresco,353.75,Italie,4.4,274658
Scharzhofberger Riesling Eiswein,2241.25,Allemagne,4.7,164533
Chardonnay,77.0,Afrique du Sud,4.4,30857
Cuvée Extase Blanc de Blancs Champagne Grand Cru,271.25,France,4.2,422503
