grape_name,wine_name,wine_ratingAVG,wine_price,wine_ratingCOUNT
Sangiovese,Montepulciano d'Abruzzo,4.4,832.5,1398
Chardonnay,Sorì Tildìn (Barbaresco) Langhe,4.6,790.0,3955
Merlot,Sorì Tildìn (Barbaresco) Langhe,4.6,790.0,3955
Sangiovese,Sorì Tildìn (Barbaresco) Langhe,4.6,790.0,3955
Chardonnay,Valpolicella Superiore Monte Lodoletta,4.5,243.75,13024
Merlot,Valpolicella Superiore Monte Lodoletta,4.5,243.75,13024
Sangiovese,Valpolicella Superiore Monte Lodoletta,4.5,243.75,13024
Chardonnay,Barolo Riserva Monprivato Cà d'Morissio,4.6,2455.0,588
Merlot,Barolo Riserva Monprivato Cà d'Morissio,4.6,2455.0,588
Sangiovese,Barolo Riserva Monprivato Cà d'Morissio,4.6,2455.0,588
Chardonnay,Nettare Veneto Bianco,4.6,310.0,87
Merlot,Nettare Veneto Bianco,4.6,310.0,87
Sangiovese,Nettare Veneto Bianco,4.6,310.0,87
Chardonnay,Bonnes-Mares Grand Cru,4.5,1823.75,2595
Merlot,Bonnes-Mares Grand Cru,4.5,1823.75,2595
Pinot Noir,Bonnes-Mares Grand Cru,4.5,1823.75,2595
Cabernet Sauvignon,Tokaji Aszú 6 Puttonyos,4.6,99.97,2366
Merlot,Tokaji Aszú 6 Puttonyos,4.6,99.97,2366
Furmint,Tokaji Aszú 6 Puttonyos,4.6,99.97,2366
Chardonnay,Barolo Bricco Rocche,4.4,448.75,2923
Merlot,Barolo Bricco Rocche,4.4,448.75,2923
Sangiovese,Barolo Bricco Rocche,4.4,448.75,2923
Chardonnay,Barolo Brunate,4.3,200.0,4295
Merlot,Barolo Brunate,4.3,200.0,4295
Sangiovese,Barolo Brunate,4.3,200.0,4295
Chardonnay,Pessac-Léognan (Premier Grand Cru Classé),4.6,1025.0,39605
Merlot,Pessac-Léognan (Premier Grand Cru Classé),4.6,1025.0,39605
Pinot Noir,Pessac-Léognan (Premier Grand Cru Classé),4.6,1025.0,39605
Cabernet Sauvignon,Unico,4.7,1040.6,45140
Tempranillo,Unico,4.7,1040.6,45140
Garnacha,Unico,4.7,1040.6,45140
Chardonnay,Côte-Rôtie La Mouline,4.6,346.75,4380
Merlot,Côte-Rôtie La Mouline,4.6,346.75,4380
Pinot Noir,Côte-Rôtie La Mouline,4.6,346.75,4380
Cabernet Sauvignon,Contador Rioja,4.6,249.0,2240
Tempranillo,Contador Rioja,4.6,249.0,2240
Garnacha,Contador Rioja,4.6,249.0,2240
Chardonnay,Barolo Riserva Granbussia,4.5,1936.25,1728
Merlot,Barolo Riserva Granbussia,4.5,1936.25,1728
Sangiovese,Barolo Riserva Granbussia,4.5,1936.25,1728
Chardonnay,Costasera Amarone della Valpolicella Classico,4.3,190.0,93397
Merlot,Costasera Amarone della Valpolicella Classico,4.3,190.0,93397
Sangiovese,Costasera Amarone della Valpolicella Classico,4.3,190.0,93397
Chardonnay,Clos Sainte Hune Riesling Alsace,4.5,600.0,4106
Merlot,Clos Sainte Hune Riesling Alsace,4.5,600.0,4106
Pinot Noir,Clos Sainte Hune Riesling Alsace,4.5,600.0,4106
Chardonnay,Tessons Clos de Mon Plaisir Meursault,4.4,1260.0,761
Merlot,Tessons Clos de Mon Plaisir Meursault,4.4,1260.0,761
Pinot Noir,Tessons Clos de Mon Plaisir Meursault,4.4,1260.0,761
Chardonnay,Kairos,4.4,221.25,7364
Merlot,Kairos,4.4,221.25,7364
Sangiovese,Kairos,4.4,221.25,7364
Chardonnay,Pomerol,4.4,545.0,3377
Merlot,Pomerol,4.4,545.0,3377
Pinot Noir,Pomerol,4.4,545.0,3377
Chardonnay,Bolgheri Superiore,4.6,683.75,47939
Merlot,Bolgheri Superiore,4.6,683.75,47939
Sangiovese,Bolgheri Superiore,4.6,683.75,47939
Chardonnay,Château Margaux (Premier Grand Cru Classé),4.6,1025.0,45350
Merlot,Château Margaux (Premier Grand Cru Classé),4.6,1025.0,45350
Pinot Noir,Château Margaux (Premier Grand Cru Classé),4.6,1025.0,45350
Chardonnay,Brunello di Montalcino,4.5,747.5,27452
Merlot,Brunello di Montalcino,4.5,747.5,27452
Sangiovese,Brunello di Montalcino,4.5,747.5,27452
Chardonnay,Sperss Barolo,4.6,523.75,10950
Merlot,Sperss Barolo,4.6,523.75,10950
Sangiovese,Sperss Barolo,4.6,523.75,10950
Chardonnay,L'Apparita,4.4,397.5,3836
Merlot,L'Apparita,4.4,397.5,3836
Sangiovese,L'Apparita,4.4,397.5,3836
Chardonnay,Comtes de Champagne Blanc de Blancs,4.5,190.0,27449
Merlot,Comtes de Champagne Blanc de Blancs,4.5,190.0,27449
Pinot Noir,Comtes de Champagne Blanc de Blancs,4.5,190.0,27449
Chardonnay,Toscana Batar,4.3,201.25,4187
Merlot,Toscana Batar,4.3,201.25,4187
Sangiovese,Toscana Batar,4.3,201.25,4187
Chardonnay,Châteauneuf-du-Pape,4.7,3096.25,7544
Merlot,Châteauneuf-du-Pape,4.7,3096.25,7544
Pinot Noir,Châteauneuf-du-Pape,4.7,3096.25,7544
Cabernet Sauvignon,Gratallops Partida Bellvisos,4.3,175.0,627
Tempranillo,Gratallops Partida Bellvisos,4.3,175.0,627
Garnacha,Gratallops Partida Bellvisos,4.3,175.0,627
Chardonnay,Brunate  Barolo,4.5,1323.75,1289
Merlot,Brunate  Barolo,4.5,1323.75,1289
Sangiovese,Brunate  Barolo,4.5,1323.75,1289
Chardonnay,Brunello di Montalcino,4.5,331.25,27452
Merlot,Brunello di Montalcino,4.5,331.25,27452
Sangiovese,Brunello di Montalcino,4.5,331.25,27452
Chardonnay,Brunello di Montalcino,4.5,353.75,27452
Merlot,Brunello di Montalcino,4.5,353.75,27452
Sangiovese,Brunello di Montalcino,4.5,353.75,27452
Chardonnay,Brunello di Montalcino,4.5,310.0,27452
Merlot,Brunello di Montalcino,4.5,310.0,27452
Sangiovese,Brunello di Montalcino,4.5,310.0,27452
Chardonnay,Brunello di Montalcino,4.5,220.0,27452
Merlot,Brunello di Montalcino,4.5,220.0,27452
Sangiovese,Brunello di Montalcino,4.5,220.0,27452
Chardonnay,Brunello di Montalcino,4.5,310.0,27452
Merlot,Brunello di Montalcino,4.5,310.0,27452
Sangiovese,Brunello di Montalcino,4.5,310.0,27452
Chardonnay,Brunello di Montalcino,4.5,331.25,27452
Merlot,Brunello di Montalcino,4.5,331.25,27452
Sangiovese,Brunello di Montalcino,4.5,331.25,27452
Chardonnay,Brunello di Montalcino,4.5,353.75,27452
Merlot,Brunello di Montalcino,4.5,353.75,27452
Sangiovese,Brunello di Montalcino,4.5,353.75,27452
Chardonnay,Le Bourg Saumur Champigny,4.5,1025.0,1264
Merlot,Le Bourg Saumur Champigny,4.5,1025.0,1264
Pinot Noir,Le Bourg Saumur Champigny,4.5,1025.0,1264
Chardonnay,Brunello di Montalcino,4.5,394.0,27452
Merlot,Brunello di Montalcino,4.5,394.0,27452
Sangiovese,Brunello di Montalcino,4.5,394.0,27452
Chardonnay,Brunello di Montalcino,4.5,597.5,2623
Merlot,Brunello di Montalcino,4.5,597.5,2623
Sangiovese,Brunello di Montalcino,4.5,597.5,2623
Chardonnay,Pomerol,4.4,397.5,3377
Merlot,Pomerol,4.4,397.5,3377
Pinot Noir,Pomerol,4.4,397.5,3377
Chardonnay,Brunello di Montalcino,4.5,331.25,27452
Merlot,Brunello di Montalcino,4.5,331.25,27452
Sangiovese,Brunello di Montalcino,4.5,331.25,27452
Chardonnay,Veneto Alzero Cabernet,4.7,913.05,2600
Merlot,Veneto Alzero Cabernet,4.7,913.05,2600
Sangiovese,Veneto Alzero Cabernet,4.7,913.05,2600
Chardonnay,Brunello di Montalcino,4.5,420.0,27452
Merlot,Brunello di Montalcino,4.5,420.0,27452
Sangiovese,Brunello di Montalcino,4.5,420.0,27452
Chardonnay,Brunello di Montalcino,4.2,121.25,1598
Merlot,Brunello di Montalcino,4.2,121.25,1598
Sangiovese,Brunello di Montalcino,4.2,121.25,1598
Chardonnay,Belle Epoque Brut Champagne,4.5,247.5,20992
Merlot,Belle Epoque Brut Champagne,4.5,247.5,20992
Pinot Noir,Belle Epoque Brut Champagne,4.5,247.5,20992
Chardonnay,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,1323.75,2678
Merlot,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,1323.75,2678
Pinot Noir,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,1323.75,2678
Chardonnay,Montrachet Grand Cru,4.7,5977.5,516
Merlot,Montrachet Grand Cru,4.7,5977.5,516
Pinot Noir,Montrachet Grand Cru,4.7,5977.5,516
Chardonnay,Veneto Alzero Cabernet,4.7,555.0,2600
Merlot,Veneto Alzero Cabernet,4.7,555.0,2600
Sangiovese,Veneto Alzero Cabernet,4.7,555.0,2600
Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,156.95,24916
Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,156.95,24916
Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,156.95,24916
Chardonnay,Brunello di Montalcino,4.5,353.75,27452
Merlot,Brunello di Montalcino,4.5,353.75,27452
Sangiovese,Brunello di Montalcino,4.5,353.75,27452
Chardonnay,Darmagi Langhe,4.5,397.5,3184
Merlot,Darmagi Langhe,4.5,397.5,3184
Sangiovese,Darmagi Langhe,4.5,397.5,3184
Cabernet Sauvignon,Sed de Caná,4.5,165.9,345
Tempranillo,Sed de Caná,4.5,165.9,345
Garnacha,Sed de Caná,4.5,165.9,345
Chardonnay,Cerretta Barolo Riserva (Vigna Bricco),4.5,205.0,2065
Merlot,Cerretta Barolo Riserva (Vigna Bricco),4.5,205.0,2065
Sangiovese,Cerretta Barolo Riserva (Vigna Bricco),4.5,205.0,2065
Cabernet Sauvignon,Montelìg,4.4,49.99,2905
Merlot,Montelìg,4.4,49.99,2905
Carménère,Montelìg,4.4,49.99,2905
Chardonnay,Maria Adelaide Barbaresco,4.3,266.25,501
Merlot,Maria Adelaide Barbaresco,4.3,266.25,501
Sangiovese,Maria Adelaide Barbaresco,4.3,266.25,501
Chardonnay,Brunello di Montalcino,4.5,353.75,27452
Merlot,Brunello di Montalcino,4.5,353.75,27452
Sangiovese,Brunello di Montalcino,4.5,353.75,27452
Chardonnay,Amarone della Valpolicella Classico,4.4,843.75,18720
Merlot,Amarone della Valpolicella Classico,4.4,843.75,18720
Sangiovese,Amarone della Valpolicella Classico,4.4,843.75,18720
Chardonnay,Barolo Monprivato,4.4,470.0,6966
Merlot,Barolo Monprivato,4.4,470.0,6966
Sangiovese,Barolo Monprivato,4.4,470.0,6966
Chardonnay,Bolgheri Superiore,4.6,533.75,47939
Merlot,Bolgheri Superiore,4.6,533.75,47939
Sangiovese,Bolgheri Superiore,4.6,533.75,47939
Chardonnay,Poggio all'Oro Brunello di Montalcino Riserva,4.5,136.3,7033
Merlot,Poggio all'Oro Brunello di Montalcino Riserva,4.5,136.3,7033
Sangiovese,Poggio all'Oro Brunello di Montalcino Riserva,4.5,136.3,7033
Chardonnay,Brunello di Montalcino,4.5,241.3,27452
Merlot,Brunello di Montalcino,4.5,241.3,27452
Sangiovese,Brunello di Montalcino,4.5,241.3,27452
Chardonnay,Amarone della Valpolicella Classico,4.5,181.25,6669
Merlot,Amarone della Valpolicella Classico,4.5,181.25,6669
Sangiovese,Amarone della Valpolicella Classico,4.5,181.25,6669
Chardonnay,Sassicaia,4.6,1270.0,107646
Merlot,Sassicaia,4.6,1270.0,107646
Sangiovese,Sassicaia,4.6,1270.0,107646
Chardonnay,Barolo Riserva Monfortino,4.7,1137.5,5013
Merlot,Barolo Riserva Monfortino,4.7,1137.5,5013
Sangiovese,Barolo Riserva Monfortino,4.7,1137.5,5013
Cabernet Sauvignon,Altura,4.5,89.0,2733
Merlot,Altura,4.5,89.0,2733
Carménère,Altura,4.5,89.0,2733
Cabernet Sauvignon,Merlot,4.4,178.75,1922
Chardonnay,Merlot,4.4,178.75,1922
Pinot Noir,Merlot,4.4,178.75,1922
Touriga Nacional,Vintage Port,4.4,265.0,1972
Touriga Franca,Vintage Port,4.4,265.0,1972
Tinta Roriz,Vintage Port,4.4,265.0,1972
Chardonnay,Pomerol,4.5,170.0,9531
Merlot,Pomerol,4.5,170.0,9531
Pinot Noir,Pomerol,4.5,170.0,9531
Chardonnay,Vosne-Romanée Premier Cru Aux Reignots,4.6,4173.75,645
Merlot,Vosne-Romanée Premier Cru Aux Reignots,4.6,4173.75,645
Pinot Noir,Vosne-Romanée Premier Cru Aux Reignots,4.6,4173.75,645
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,2028.75,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,2028.75,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,2028.75,38521
Chardonnay,Brunello di Montalcino,4.5,470.0,27452
Merlot,Brunello di Montalcino,4.5,470.0,27452
Sangiovese,Brunello di Montalcino,4.5,470.0,27452
Chardonnay,Harimann Montepulciano d'Abruzzo,4.4,58.75,1086
Merlot,Harimann Montepulciano d'Abruzzo,4.4,58.75,1086
Sangiovese,Harimann Montepulciano d'Abruzzo,4.4,58.75,1086
Chardonnay,Sauternes,4.7,1025.0,44126
Merlot,Sauternes,4.7,1025.0,44126
Pinot Noir,Sauternes,4.7,1025.0,44126
Chardonnay,Veneto Rosso del Bepi,4.6,243.8,3747
Merlot,Veneto Rosso del Bepi,4.6,243.8,3747
Sangiovese,Veneto Rosso del Bepi,4.6,243.8,3747
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,2753.75,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,2753.75,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,2753.75,38521
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1686.25,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1686.25,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1686.25,38521
Chardonnay,Bolgheri Superiore,4.6,597.5,47939
Merlot,Bolgheri Superiore,4.6,597.5,47939
Sangiovese,Bolgheri Superiore,4.6,597.5,47939
Chardonnay,Côte-Rôtie La Mouline,4.6,4910.0,4380
Merlot,Côte-Rôtie La Mouline,4.6,4910.0,4380
Pinot Noir,Côte-Rôtie La Mouline,4.6,4910.0,4380
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,990.0,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,990.0,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,990.0,38521
Chardonnay,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,212.5,4392
Merlot,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,212.5,4392
Sangiovese,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,212.5,4392
Chardonnay,Sauternes (Premier Grand Cru Classé),4.3,49.9,17293
Merlot,Sauternes (Premier Grand Cru Classé),4.3,49.9,17293
Pinot Noir,Sauternes (Premier Grand Cru Classé),4.3,49.9,17293
Chardonnay,Montepulciano d'Abruzzo,4.4,543.4,1398
Merlot,Montepulciano d'Abruzzo,4.4,543.4,1398
Sangiovese,Montepulciano d'Abruzzo,4.4,543.4,1398
Chardonnay,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,287.0,18466
Merlot,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,287.0,18466
Pinot Noir,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,287.0,18466
Cabernet Sauvignon,Merlot,4.4,201.25,1922
Chardonnay,Merlot,4.4,201.25,1922
Pinot Noir,Merlot,4.4,201.25,1922
Chardonnay,Vürsù Barolo Campè,4.4,318.75,6260
Merlot,Vürsù Barolo Campè,4.4,318.75,6260
Sangiovese,Vürsù Barolo Campè,4.4,318.75,6260
Chardonnay,Lodovico,4.6,425.0,3860
Merlot,Lodovico,4.6,425.0,3860
Sangiovese,Lodovico,4.6,425.0,3860
Chardonnay,d'Alceo,4.4,335.0,3133
Merlot,d'Alceo,4.4,335.0,3133
Sangiovese,d'Alceo,4.4,335.0,3133
Chardonnay,Darmagi Langhe,4.5,331.25,3184
Merlot,Darmagi Langhe,4.5,331.25,3184
Sangiovese,Darmagi Langhe,4.5,331.25,3184
Chardonnay,Amarone della Valpolicella,4.4,291.25,2680
Merlot,Amarone della Valpolicella,4.4,291.25,2680
Sangiovese,Amarone della Valpolicella,4.4,291.25,2680
Chardonnay,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,470.0,1482
Merlot,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,470.0,1482
Pinot Noir,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,470.0,1482
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1323.75,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1323.75,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1323.75,38521
Chardonnay,Vigneto Bellavista Chianti Classico,4.4,221.25,1402
Merlot,Vigneto Bellavista Chianti Classico,4.4,221.25,1402
Sangiovese,Vigneto Bellavista Chianti Classico,4.4,221.25,1402
Chardonnay,Brunello di Montalcino Riserva,4.6,1046.25,3375
Merlot,Brunello di Montalcino Riserva,4.6,1046.25,3375
Sangiovese,Brunello di Montalcino Riserva,4.6,1046.25,3375
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1590.0,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1590.0,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1590.0,38521
Cabernet Sauvignon,Opus One,4.6,768.75,77053
Chardonnay,Opus One,4.6,768.75,77053
Pinot Noir,Opus One,4.6,768.75,77053
Chardonnay,Falletto Barolo Le Rocche del Falletto Riserva,4.6,3096.25,622
Merlot,Falletto Barolo Le Rocche del Falletto Riserva,4.6,3096.25,622
Sangiovese,Falletto Barolo Le Rocche del Falletto Riserva,4.6,3096.25,622
Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1200.79,38521
Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1200.79,38521
Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,1200.79,38521
Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,287.5,10699
Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,287.5,10699
Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,287.5,10699
Chardonnay,Vin de Pays de l'Hérault,4.5,683.75,8933
Merlot,Vin de Pays de l'Hérault,4.5,683.75,8933
Pinot Noir,Vin de Pays de l'Hérault,4.5,683.75,8933
Chardonnay,Tenuta Nuova Brunello di Montalcino,4.5,470.0,20934
Merlot,Tenuta Nuova Brunello di Montalcino,4.5,470.0,20934
Sangiovese,Tenuta Nuova Brunello di Montalcino,4.5,470.0,20934
Chardonnay,Le Bourg Saumur Champigny,4.5,832.5,1264
Merlot,Le Bourg Saumur Champigny,4.5,832.5,1264
Pinot Noir,Le Bourg Saumur Champigny,4.5,832.5,1264
Chardonnay,d'Alceo,4.4,196.25,3133
Merlot,d'Alceo,4.4,196.25,3133
Sangiovese,d'Alceo,4.4,196.25,3133
Chardonnay,Amarone della Valpolicella Classico,4.7,425.0,8900
Merlot,Amarone della Valpolicella Classico,4.7,425.0,8900
Sangiovese,Amarone della Valpolicella Classico,4.7,425.0,8900
Chardonnay,Sauternes (Premier Grand Cru Classé),4.3,75.71,17293
Merlot,Sauternes (Premier Grand Cru Classé),4.3,75.71,17293
Pinot Noir,Sauternes (Premier Grand Cru Classé),4.3,75.71,17293
Chardonnay,Valpolicella Superiore Monte Lodoletta,4.5,178.75,13024
Merlot,Valpolicella Superiore Monte Lodoletta,4.5,178.75,13024
Sangiovese,Valpolicella Superiore Monte Lodoletta,4.5,178.75,13024
Chardonnay,Brunello di Montalcino,4.5,420.0,27452
Merlot,Brunello di Montalcino,4.5,420.0,27452
Sangiovese,Brunello di Montalcino,4.5,420.0,27452
Chardonnay,Romanée-Saint-Vivant Grand Cru,4.5,3202.5,463
Merlot,Romanée-Saint-Vivant Grand Cru,4.5,3202.5,463
Pinot Noir,Romanée-Saint-Vivant Grand Cru,4.5,3202.5,463
Chardonnay,Châteauneuf-du-Pape,4.7,3287.5,7544
Merlot,Châteauneuf-du-Pape,4.7,3287.5,7544
Pinot Noir,Châteauneuf-du-Pape,4.7,3287.5,7544
Chardonnay,Kairos,4.4,221.25,7364
Merlot,Kairos,4.4,221.25,7364
Sangiovese,Kairos,4.4,221.25,7364
Chardonnay,Pauillac (Grand Cru Classé),4.4,479.85,55808
Merlot,Pauillac (Grand Cru Classé),4.4,479.85,55808
Pinot Noir,Pauillac (Grand Cru Classé),4.4,479.85,55808
Chardonnay,Amour de Deutz Millésimé Brut Champagne,4.5,199.0,5532
Merlot,Amour de Deutz Millésimé Brut Champagne,4.5,199.0,5532
Pinot Noir,Amour de Deutz Millésimé Brut Champagne,4.5,199.0,5532
Chardonnay,Kairos,4.4,221.25,7364
Merlot,Kairos,4.4,221.25,7364
Sangiovese,Kairos,4.4,221.25,7364
Chardonnay,Costa Russi (Barbaresco) Langhe,4.6,1281.25,2876
Merlot,Costa Russi (Barbaresco) Langhe,4.6,1281.25,2876
Sangiovese,Costa Russi (Barbaresco) Langhe,4.6,1281.25,2876
Chardonnay,Pauillac (Premier Grand Cru Classé),4.6,975.0,73615
Merlot,Pauillac (Premier Grand Cru Classé),4.6,975.0,73615
Pinot Noir,Pauillac (Premier Grand Cru Classé),4.6,975.0,73615
Cabernet Sauvignon,Continuum Estate,4.6,645.0,6949
Chardonnay,Continuum Estate,4.6,645.0,6949
Pinot Noir,Continuum Estate,4.6,645.0,6949
Cabernet Sauvignon,Conde de Superunda,4.2,56.0,3237
Merlot,Conde de Superunda,4.2,56.0,3237
Carménère,Conde de Superunda,4.2,56.0,3237
Chardonnay,Bolgheri Superiore,4.6,448.75,47939
Merlot,Bolgheri Superiore,4.6,448.75,47939
Sangiovese,Bolgheri Superiore,4.6,448.75,47939
Chardonnay,Pieve Santa Restituta Sugarille Brunello di Montalcino,4.5,222.5,3717
Merlot,Pieve Santa Restituta Sugarille Brunello di Montalcino,4.5,222.5,3717
Sangiovese,Pieve Santa Restituta Sugarille Brunello di Montalcino,4.5,222.5,3717
Chardonnay,Falletto Barolo Le Rocche del Falletto Riserva,4.6,3522.5,622
Merlot,Falletto Barolo Le Rocche del Falletto Riserva,4.6,3522.5,622
Sangiovese,Falletto Barolo Le Rocche del Falletto Riserva,4.6,3522.5,622
Chardonnay,Amarone della Valpolicella Monte Lodoletta,4.7,752.5,7947
Merlot,Amarone della Valpolicella Monte Lodoletta,4.7,752.5,7947
Sangiovese,Amarone della Valpolicella Monte Lodoletta,4.7,752.5,7947
Chardonnay,Barolo Cannubi,4.3,135.0,1852
Merlot,Barolo Cannubi,4.3,135.0,1852
Sangiovese,Barolo Cannubi,4.3,135.0,1852
Chardonnay,Sir Winston Churchill Brut Champagne,4.6,683.75,12873
Merlot,Sir Winston Churchill Brut Champagne,4.6,683.75,12873
Pinot Noir,Sir Winston Churchill Brut Champagne,4.6,683.75,12873
Chardonnay,Comtes de Champagne Blanc de Blancs,4.5,811.25,27449
Merlot,Comtes de Champagne Blanc de Blancs,4.5,811.25,27449
Pinot Noir,Comtes de Champagne Blanc de Blancs,4.5,811.25,27449
Chardonnay,Pauillac (Premier Grand Cru Classé),4.6,715.15,73615
Merlot,Pauillac (Premier Grand Cru Classé),4.6,715.15,73615
Pinot Noir,Pauillac (Premier Grand Cru Classé),4.6,715.15,73615
Chardonnay,Amarone della Valpolicella Classico,4.4,265.0,18720
Merlot,Amarone della Valpolicella Classico,4.4,265.0,18720
Sangiovese,Amarone della Valpolicella Classico,4.4,265.0,18720
Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,785.18,6637
Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,785.18,6637
Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,785.18,6637
Chardonnay,Barolo Le Vigne,4.3,420.0,5026
Merlot,Barolo Le Vigne,4.3,420.0,5026
Sangiovese,Barolo Le Vigne,4.3,420.0,5026
Chardonnay,Sorì San Lorenzo,4.6,692.5,3857
Merlot,Sorì San Lorenzo,4.6,692.5,3857
Sangiovese,Sorì San Lorenzo,4.6,692.5,3857
Chardonnay,Rocche dell'Annunziata Barolo Riserva,4.5,618.75,1609
Merlot,Rocche dell'Annunziata Barolo Riserva,4.5,618.75,1609
Sangiovese,Rocche dell'Annunziata Barolo Riserva,4.5,618.75,1609
Chardonnay,Barbaresco Rabajà,4.3,301.25,5469
Merlot,Barbaresco Rabajà,4.3,301.25,5469
Sangiovese,Barbaresco Rabajà,4.3,301.25,5469
Chardonnay,Recioto della Valpolicella (Monte Lodoletta),4.6,832.5,227
Merlot,Recioto della Valpolicella (Monte Lodoletta),4.6,832.5,227
Sangiovese,Recioto della Valpolicella (Monte Lodoletta),4.6,832.5,227
Chardonnay,'Giulio Ferrari' Riserva del Fondatore,4.6,353.75,12592
Merlot,'Giulio Ferrari' Riserva del Fondatore,4.6,353.75,12592
Sangiovese,'Giulio Ferrari' Riserva del Fondatore,4.6,353.75,12592
Chardonnay,Barolo Riserva Granbussia,4.5,1428.75,1728
Merlot,Barolo Riserva Granbussia,4.5,1428.75,1728
Sangiovese,Barolo Riserva Granbussia,4.5,1428.75,1728
Touriga Nacional,Boal Madeira,4.5,318.25,1023
Touriga Franca,Boal Madeira,4.5,318.25,1023
Tinta Roriz,Boal Madeira,4.5,318.25,1023
Chardonnay,Chateauneuf-du-Pape Réserve des Célestins,4.6,1601.25,1633
Merlot,Chateauneuf-du-Pape Réserve des Célestins,4.6,1601.25,1633
Pinot Noir,Chateauneuf-du-Pape Réserve des Célestins,4.6,1601.25,1633
Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,700.0,22896
Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,700.0,22896
Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,700.0,22896
Chardonnay,Brunello di Montalcino,4.4,82.5,9171
Merlot,Brunello di Montalcino,4.4,82.5,9171
Sangiovese,Brunello di Montalcino,4.4,82.5,9171
Chardonnay,Barolo Bussia,4.4,155.0,4525
Merlot,Barolo Bussia,4.4,155.0,4525
Sangiovese,Barolo Bussia,4.4,155.0,4525
Chardonnay,Barolo Monprivato,4.4,705.0,6966
Merlot,Barolo Monprivato,4.4,705.0,6966
Sangiovese,Barolo Monprivato,4.4,705.0,6966
Touriga Nacional,40 Anos Tawny Port,4.6,109.95,57
Touriga Franca,40 Anos Tawny Port,4.6,109.95,57
Tinta Roriz,40 Anos Tawny Port,4.6,109.95,57
Chardonnay,Musigny Grand Cru,4.4,1173.75,171
Merlot,Musigny Grand Cru,4.4,1173.75,171
Pinot Noir,Musigny Grand Cru,4.4,1173.75,171
Chardonnay,Bâtard-Montrachet Grand Cru,4.6,4163.75,1191
Merlot,Bâtard-Montrachet Grand Cru,4.6,4163.75,1191
Pinot Noir,Bâtard-Montrachet Grand Cru,4.6,4163.75,1191
Cabernet Sauvignon,Pingus,4.6,2327.5,6013
Tempranillo,Pingus,4.6,2327.5,6013
Garnacha,Pingus,4.6,2327.5,6013
Cabernet Sauvignon,Pingus,4.6,3395.0,6013
